Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,GPU,Operating System,Operating System Version,Weight,HDD,SSD,Hybrid,FS,Price_ln
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,3.49,1,256,0,0,17.035180667305028
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon 520,Windows,10,1.86,500,0,0,0,15.510635793215021
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,AMD Radeon R5 M430,Windows,10,2.2,1,0,0,0,15.394921672503946
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6.0,AMD Radeon R7 M440,Windows,10,2.65,2,0,0,0,15.436787709210417
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Windows,10,2.1,500,0,0,0,14.854958657864264
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Chrome OS,10,1.45,0,0,0,32,15.019833301054499
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,1.7,0,256,0,0,15.642558017317898
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,3.14,500,0,0,0,16.64671288598844
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.42,0,256,0,0,16.95232042977767
Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.5,0,256,0,0,15.973291357270092
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4.0,Intel HD Graphics,Windows,10,1.4,0,0,0,32,14.687618654685926
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.38,0,512,0,0,16.559706750102688
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4.0,Intel HD Graphics 515,Chrome OS,10,1.2,0,0,0,64,15.598691335212315
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,Intel HD Graphics 520,Windows,10,1.36,0,512,0,0,16.630337311670598
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,AMD Radeon 530,Windows,10,2.1,500,0,0,0,15.628148546097746
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.56,1,0,0,0,15.800991358937157
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4.0,AMD Radeon 530,Windows,10,2.2,0,256,0,0,15.08186869197395
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8.0,AMD Radeon R7,Windows,10,2.2,1,0,0,0,15.154364194012103
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,2.1,2,0,0,0,15.524962732275608
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,10,1.9,500,0,0,0,15.202154857848452
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.18,0,256,0,0,15.771249389738419
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.6,0,256,0,0,15.99966205373264
Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,Nvidia Quadro M520M,Windows,7,2.18,0,512,0,0,16.618547250125623
Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8.0,Intel HD Graphics 520,Windows,10,1.8,0,256,0,0,16.175455844439387
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6.0,AMD Radeon 530,Windows,10,2.71,2,0,0,0,15.57755777777837
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1,128,0,0,16.223005785209665
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia GeForce 930MX,Linux,10,1.64,0,256,0,0,16.085922398017047
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Linux,10,1.98,1,0,0,0,15.680457289908883
Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.5,0,0,0,32,14.790000761589491
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16.0,Intel HD Graphics 620,Windows,10,1.93,0,512,0,0,16.355998602083705
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 920MX,Windows,10,1.87,0,256,0,0,15.846426870626262
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.9,0,256,0,0,16.16532917562146
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4.0,AMD Radeon R4,Windows,10,2.19,500,0,0,0,14.790000761589491
Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4.0,Intel HD Graphics 400,Windows,10,1.4,32,0,0,0,14.67263710107031
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 930MX,Windows,10,2.63,0,256,0,0,16.18298411086018
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows,10,1.17,0,512,0,0,16.523400938295826
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.58,0,256,0,0,15.822253334092185
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.32,0,256,0,0,16.405460773186686
Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1070,Windows,10,4.36,1,1,0,0,17.29796175361455
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1,128,0,0,16.299640586259855
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,No OS,10,1.9,1,0,0,0,15.287108563728616
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,2.2,1,128,0,0,15.670768632805133
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,1.71,1,0,0,0,15.568339991788177
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R7 M445,Linux,10,2.32,1,0,0,0,15.472215921542832
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,AMD Radeon 520,Windows,10,2.1,1,0,0,0,15.28526976455896
Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,4.2,1,128,0,0,16.66076988054797
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12.0,Intel HD Graphics 620,Windows,10,2.25,1,0,0,0,15.568339991788177
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6.0,AMD Radeon 520,Windows,10,2.1,1,128,0,0,15.56987963797377
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,2.4,500,0,0,0,15.419056748239186
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.44,0,256,0,0,15.959840559545968
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,Intel HD Graphics 620,Windows,10,1.85,1,0,0,0,15.750918320954835
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia Quadro M2200,Windows,10,2.6,0,256,0,0,16.884016785694115
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.55,1,0,0,0,15.583630809586595
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,1.8,1,256,0,0,16.739967866607252
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.4,500,0,0,0,15.11101375313849
Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows,10,2.0,1,128,0,0,16.188800496181617
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows,10,2.0,0,256,0,0,15.59269431573994
Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.25,0,256,0,0,16.429192935105384
Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.7,0,256,0,0,15.99966205373264
Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16.0,Nvidia Quadro M520M,Windows,10,2.5,0,1,0,0,17.194281946312667
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,Intel HD Graphics 400,Chrome OS,10,1.68,0,0,0,32,14.891999929544614
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,0.81,0,256,0,0,16.500831597643685
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows,10,1.86,0,256,0,0,15.382622845993085
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.6,0,256,0,0,16.119964435691877
HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16.0,Nvidia Quadro M2000M,Windows,7,3.0,0,256,0,0,17.47976396477232
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Windows,10,1.4,0,128,0,0,15.256222079118729
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8.0,Intel HD Graphics 520,Windows,10,1.84,0,256,0,0,16.64251644023862
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4.0,Nvidia GeForce GTX 950M,No OS,10,2.45,1,0,0,0,15.454209752657082
Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,1.7,0,1,0,0,16.09232974259205
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4.0,Intel HD Graphics 620,Windows,10,2.37,0,256,0,0,15.838025970588667
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8.0,Intel HD Graphics 540,Windows,10,1.3,0,256,0,0,16.1821504301116
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,1,128,0,0,16.09506322948771
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8.0,Nvidia Quadro M1000M,Windows,7,2.59,0,256,0,0,16.44598919559952
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,1,256,0,0,17.054622605524347
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,2.1,0,256,0,0,15.488168873199536
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,1,128,0,0,16.047546139965075
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16.0,Intel HD Graphics 620,Windows,10,1.18,0,256,0,0,16.620701262805532
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8.0,Intel HD Graphics 615,Chrome OS,10,1.1,0,256,0,0,16.444707144141862
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.2,0,256,0,0,16.12199483923375
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.65,500,0,0,0,15.836966461395434
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,1.6,0,128,0,0,15.57754251071934
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,Nvidia GeForce 920MX,Windows,10,2.8,1,0,0,0,15.246363112512773
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 960M,Windows,10,2.72,1,128,0,0,16.09506322948771
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.31,0,256,0,0,16.47004098791804
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Linux,10,2.1,1,0,0,0,14.790000761589491
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,AMD Radeon R7 M445,Windows,10,2.3,0,256,0,0,16.16725268496564
Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,AMD Radeon 540,Windows,10,1.71,0,256,0,0,16.587893509034622
Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,1.75,0,128,0,0,16.020465181362404
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.62,1,0,0,0,16.09506322948771
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,1.26,0,256,0,0,16.21899454838321
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,Nvidia GeForce 940MX,Windows,10,2.3,2,0,0,0,15.825117981551294
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16.0,Nvidia Quadro M2000M,Windows,7,2.5,0,512,0,0,16.863552509213264
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,1.8,0,128,0,0,15.54810583842421
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,1.95,0,512,0,0,17.065028404005744
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8.0,Intel HD Graphics 505,Windows,10,2.0,0,128,0,0,15.45920588674671
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1070M,Windows,10,4.42,1,1,0,0,17.278480438850032
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.3,1,256,0,0,16.855077882222293
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16.0,Nvidia GeForce 930M,Windows,10,1.47,0,512,0,0,16.568246511650823
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8.0,Intel HD Graphics 405,No OS,10,2.2,1,0,0,0,14.888965025849458
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.7,0,512,0,0,16.833136799847267
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,1.6,1,256,0,0,16.637768343742543
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,1,128,0,0,16.085922398017047
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4.0,Nvidia GeForce GTX 1050,Windows,10,2.4,1,0,0,0,15.99966205373264
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,4.2,1,256,0,0,16.833136799847267
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.62,0,256,0,0,15.985548916256176
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX1060,Windows,10,2.24,1,128,0,0,16.29258562077526
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.22,0,0,0,32,14.405620521915857
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.37,0,512,0,0,16.67869609681612
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R7 M460,Windows,10,2.08,0,256,0,0,15.958798349967525
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8.0,Intel HD Graphics 5300,Mac OS,X,0.92,0,0,0,512,16.153383641083888
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.42,0,256,0,0,16.846530821643835
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.63,0,0,0,32,14.793350848474773
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.95,0,128,0,0,15.789941522750572
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.38,0,256,0,0,16.300026131291844
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8.0,AMD Radeon R5 M420X,Windows,10,2.0,0,256,0,0,15.698205196032289
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M2200,Windows,10,3.14,0,256,0,0,16.725744353156514
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.37,0,256,0,0,16.09506322948771
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.29,0,256,0,0,16.405460773186686
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.06,0,256,0,0,16.559706750102688
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Windows,10,1.63,0,128,0,0,15.70494830991718
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.26,0,256,0,0,16.329246617838432
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,2.1,500,0,0,0,15.752201194767725
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8.0,AMD Radeon R7 Graphics,Windows,10,2.04,2,0,0,0,15.537038531784528
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,0,512,0,0,16.51886093216163
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Nvidia GeForce 920M,Windows,10,2.4,1,0,0,0,15.504725542793985
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,AMD Radeon RX 580,Windows,10,3.74,1,0,0,0,16.559706750102688
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,2.9,1,512,0,0,16.88236184117076
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,0.81,0,256,0,0,16.405460773186686
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce GT 940MX,Windows,10,1.98,1,0,0,0,15.96088168405438
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R5 M420,Windows,10,2.18,0,256,0,0,15.764699685289756
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.32,0,256,0,0,16.620701262805532
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16.0,Intel HD Graphics 620,Windows,10,1.29,0,512,0,0,16.587893509034622
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,10,1.23,0,0,0,16,15.046150609371871
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows,10,4.36,1,128,0,0,16.918959272603118
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows,10,1.76,500,0,0,0,15.719625024333112
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.1,500,0,0,0,15.287108563728616
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,1.25,0,128,0,0,16.086840250307276
